Dataset,MAPE,MAE,RMSE
AUFNIRA_z3.637557.smt2.csv,0.03987244072262676,0.06756326627611074,0.11662539841571751
LRA_formula_277.smt2.csv,0.05643816777393896,0.17397104150876314,0.29934673989023036
QF_AUFBV_891_sqlite3.smt2.csv,0.277469922343121,0.16159784620212028,0.31616135141865975
QF_AUFLIA_swap_t1_pp_nf_ai_00010_002.cvc.smt2.csv,0.06938988614311187,0.18046748286943254,0.2924963460006866
QF_BV_bench_3176.smt2.csv,0.05064688724707743,0.10141742522782944,0.18570996705763176
QF_BV_bench_935.smt2.csv,0.08760728587215307,0.12467563540879775,0.22810221016804627
QF_LIA_tightrhombus.csv,0.2375493178929495,0.1555429476648143,0.26755859224383477
QF_LRA_clocksynchro_7clocks.worst_case_skew.induct.smt2.csv,0.06681556932602876,4.622988596134777,7.456888801014589
QF_NRA_hong_9.smt2.csv,0.007296882130753649,0.008720948719896579,0.015372590725546217
QF_RDL_orb08_888.smt2.csv,0.01111950659452411,0.028643266295359578,0.04608043761012118
QF_UFLIA_xs_23_43.smt2.csv,0.019001424060710793,0.04947200542840814,0.08565924671157128
QF_UF_PEQ018_size6.smt2.csv,0.04868795360577737,0.09567279562818837,0.1705481312050215
